0.41515,1260035869,119
0.41863,1260036170,113
0.4221,1260036469,108
0.42557,1260036769,104
0.42904,1260037069,101
0.43251,1260037369,97
0.43598,1260037669,93
0.43946,1260037969,91
0.44293,1260038269,89
0.4464,1260038569,87
0.44987,1260038869,86
0.45335,1260039169,86
0.45682,1260039469,84
0.46029,1260039769,83
0.46376,1260040069,83
0.46723,1260040369,82
0.47071,1260040669,85
0.47418,1260040969,87
0.47765,1260041269,94
0.48112,1260041569,105
0.4846,1260041869,125
0.48807,1260042169,146
0.49154,1260042469,164
0.49501,1260042769,181
0.49848,1260043069,194
0.50196,1260043369,204
0.50543,1260043669,214
0.5089,1260043969,217
0.51237,1260044269,215
0.51585,1260044569,216
0.51932,1260044869,218
0.52279,1260045169,218
0.52973,1260045769,218
0.53321,1260046069,218
0.53668,1260046369,218
0.54015,1260046669,218
0.54362,1260046969,219
0.56446,1260048769,216
0.56793,1260049069,211
0.5714,1260049369,208
0.57487,1260049669,208
0.57835,1260049969,206
0.58182,1260050269,202
0.58528,1260050568,197
0.58875,1260050868,195
0.59222,1260051168,197
0.5957,1260051468,195
0.59917,1260051768,194
0.60264,1260052068,191
0.60611,1260052368,192
0.60958,1260052668,193
0.61306,1260052968,191
0.61653,1260053268,189
0.62,1260053568,190
0.62347,1260053868,183
0.62695,1260054168,176
0.63042,1260054468,174
0.63389,1260054768,169
0.63736,1260055068,165
0.70333,1260060768,50
0.71722,1260061968,45
0.7207,1260062268,53
0.72417,1260062568,71
0.72764,1260062868,85
0.73111,1260063168,91
0.73458,1260063468,93
0.73806,1260063768,95
0.74153,1260064068,94
0.74847,1260064668,87
0.75195,1260064968,83
0.75542,1260065268,80
0.75889,1260065568,77
0.76236,1260065868,71
0.76931,1260066468,65
0.77278,1260066768,67
0.77625,1260067068,68
0.77971,1260067367,70
0.78318,1260067667,71
0.78666,1260067967,73
0.79013,1260068267,73
0.7936,1260068567,69
0.79707,1260068867,66
0.80054,1260069167,67
0.80402,1260069467,68
0.80749,1260069767,69
0.81096,1260070067,72
0.81443,1260070367,79
0.81791,1260070667,88
0.82138,1260070967,95
0.82485,1260071267,105
0.82832,1260071567,118
0.83179,1260071867,129
0.83527,1260072167,143
0.83874,1260072467,154
0.84916,1260073367,189
0.85263,1260073667,200
0.8561,1260073967,209
0.85957,1260074267,214
0.86304,1260074567,218
0.86652,1260074867,222
0.86999,1260075167,219
0.87346,1260075467,219
0.87693,1260075767,222
0.88041,1260076067,225
0.88388,1260076367,230
0.88735,1260076667,235
0.89082,1260076967,239
0.89429,1260077267,243
0.89777,1260077567,243
0.90124,1260077867,243
0.90471,1260078167,245
0.90818,1260078467,247
0.91166,1260078767,248
0.91513,1260079067,248
0.9186,1260079367,249
0.92207,1260079667,249
0.92554,1260079967,249
0.92902,1260080267,249
0.93249,1260080567,248
0.93596,1260080867,246
0.93943,1260081167,245
0.94291,1260081467,239
0.94638,1260081767,237
0.96027,1260082967,233
0.96373,1260083266,235
0.9672,1260083566,231
0.97067,1260083866,229
0.97414,1260084166,219
0.97762,1260084466,212
0.98109,1260084766,202
0.98456,1260085066,190
0.98803,1260085366,182
0.99151,1260085666,175
0.99498,1260085966,166
0.99845,1260086266,158
1.0019,1260086564,150
1.0054,1260086867,142
1.0089,1260087169,134
1.0123,1260087463,130
1.0193,1260088068,123
1.0228,1260088370,118
1.0262,1260088664,113
1.0297,1260088966,108
1.0332,1260089268,102
1.0366,1260089562,96
1.0471,1260090469,81
1.0505,1260090763,77
1.0575,1260091368,71
1.0609,1260091662,69
1.0644,1260091964,67
1.0679,1260092267,66
1.0714,1260092569,64
1.0748,1260092863,64
1.0783,1260093165,65
1.1061,1260095567,64
1.1096,1260095869,65
1.1165,1260096466,68
1.12,1260096768,70
1.1234,1260097062,71
1.1269,1260097364,74
1.1304,1260097667,76
1.1339,1260097969,78
1.1373,1260098263,79
1.1408,1260098565,81
1.1443,1260098868,84
1.1478,1260099170,87
1.1512,1260099464,89
1.1582,1260100068,97
1.1616,1260100362,98
1.1651,1260100665,100
1.1721,1260101269,108
1.1825,1260102168,113
1.1859,1260102462,112
1.1894,1260102764,113
1.1929,1260103067,114
1.1964,1260103369,115
1.1998,1260103663,116
1.2033,1260103965,117
1.2068,1260104268,118
1.2102,1260104561,119
1.2137,1260104864,119
1.2172,1260105166,116
1.2207,1260105468,119
1.2415,1260107266,130
1.245,1260107568,134
1.2484,1260107862,135
1.2519,1260108164,134
1.2554,1260108467,132
1.2589,1260108769,133
1.2623,1260109063,133
1.2658,1260109365,134
1.2693,1260109668,135
1.2727,1260109961,136
1.2797,1260110566,135
1.2832,1260110868,133
1.2866,1260111162,134
1.2901,1260111465,136
1.2936,1260111767,137
1.2971,1260112069,138
1.3005,1260112363,138
1.304,1260112666,138
1.3075,1260112968,137
1.3109,1260113262,136
1.3144,1260113564,133
1.3179,1260113867,129
1.3214,1260114169,129
1.3248,1260114463,130
1.3283,1260114765,127
1.3318,1260115068,127